author,book_name,text
Leo Tolstoy,War and Peace,"mingled with sadness, and this occurred every time she mentioned her illustrious patroness. She added that Her Majesty had deigned to show Baron Funke beaucoup d’estime, and again her face clouded over with sadness. The prince was silent and looked indifferent. But, with the womanly and courtierlike quickness and tact habitual to her, Anna Pávlovna wished both to rebuke him (for daring to speak as he had done of a man recommended to the Empress) and at the same time to console him, so she said: “Now about your family. Do you know that since your daughter came out everyone has been enraptured by her? They say she is amazingly beautiful.” The prince bowed to signify his respect and gratitude. “I often think,” she continued after a short pause, drawing nearer to the prince and smiling amiably at him as if to show that political and social topics were ended and the time had come for intimate conversation—“I often think how unfairly sometimes the joys of life are distributed. Why has fate given you two such splendid children? I don’t speak of Anatole, your youngest. I don’t like him,” she added in a tone admitting of no rejoinder and raising"
Leo Tolstoy,War and Peace,"her eyebrows. “Two such charming children. And really you appreciate them less than anyone, and so you don’t deserve to have them.” And she smiled her ecstatic smile. “I can’t help it,” said the prince. “Lavater would have said I lack the bump of paternity.” “Don’t joke; I mean to have a serious talk with you. Do you know I am dissatisfied with your younger son? Between ourselves” (and her face assumed its melancholy expression), “he was mentioned at Her Majesty’s and you were pitied....” The prince answered nothing, but she looked at him significantly, awaiting a reply. He frowned. “What would you have me do?” he said at last. “You know I did all a father could for their education, and they have both turned out fools. Hippolyte is at least a quiet fool, but Anatole is an active one. That is the only difference between them.” He said this smiling in a way more natural and animated than usual, so that the wrinkles round his mouth very clearly revealed something unexpectedly coarse and unpleasant. “And why are children born to such men as you? If you were not a father there would be nothing I could reproach you"
Leo Tolstoy,War and Peace,"with,” said Anna Pávlovna, looking up pensively. “I am your faithful slave and to you alone I can confess that my children are the bane of my life. It is the cross I have to bear. That is how I explain it to myself. It can’t be helped!” He said no more, but expressed his resignation to cruel fate by a gesture. Anna Pávlovna meditated. “Have you never thought of marrying your prodigal son Anatole?” she asked. “They say old maids have a mania for matchmaking, and though I don’t feel that weakness in myself as yet, I know a little person who is very unhappy with her father. She is a relation of yours, Princess Mary Bolkónskaya.” Prince Vasíli did not reply, though, with the quickness of memory and perception befitting a man of the world, he indicated by a movement of the head that he was considering this information. “Do you know,” he said at last, evidently unable to check the sad current of his thoughts, “that Anatole is costing me forty thousand rubles a year? And,” he went on after a pause, “what will it be in five years, if he goes on like this?” Presently he"
Leo Tolstoy,War and Peace,"added: “That’s what we fathers have to put up with.... Is this princess of yours rich?” “Her father is very rich and stingy. He lives in the country. He is the well-known Prince Bolkónski who had to retire from the army under the late Emperor, and was nicknamed ‘the King of Prussia.’ He is very clever but eccentric, and a bore. The poor girl is very unhappy. She has a brother; I think you know him, he married Lise Meinen lately. He is an aide-de-camp of Kutúzov’s and will be here tonight.” “Listen, dear Annette,” said the prince, suddenly taking Anna Pávlovna’s hand and for some reason drawing it downwards. “Arrange that affair for me and I shall always be your most devoted slave-slafe with an f, as a village elder of mine writes in his reports. She is rich and of good family and that’s all I want.” And with the familiarity and easy grace peculiar to him, he raised the maid of honor’s hand to his lips, kissed it, and swung it to and fro as he lay back in his armchair, looking in another direction. “Attendez,” said Anna Pávlovna, reflecting, “I’ll speak to Lise, young Bolkónski’s wife,"
Leo Tolstoy,War and Peace,"this very evening, and perhaps the thing can be arranged. It shall be on your family’s behalf that I’ll start my apprenticeship as old maid.” CHAPTER II Anna Pávlovna’s drawing room was gradually filling. The highest Petersburg society was assembled there: people differing widely in age and character but alike in the social circle to which they belonged. Prince Vasíli’s daughter, the beautiful Hélène, came to take her father to the ambassador’s entertainment; she wore a ball dress and her badge as maid of honor. The youthful little Princess Bolkónskaya, known as la femme la plus séduisante de Pétersbourg, * was also there. She had been married during the previous winter, and being pregnant did not go to any large gatherings, but only to small receptions. Prince Vasíli’s son, Hippolyte, had come with Mortemart, whom he introduced. The Abbé Morio and many others had also come. * The most fascinating woman in Petersburg. To each new arrival Anna Pávlovna said, “You have not yet seen my aunt,” or “You do not know my aunt?” and very gravely conducted him or her to a little old lady, wearing large bows of ribbon in her cap, who had come sailing in from"
Leo Tolstoy,War and Peace,"another room as soon as the guests began to arrive; and slowly turning her eyes from the visitor to her aunt, Anna Pávlovna mentioned each one’s name and then left them. Each visitor performed the ceremony of greeting this old aunt whom not one of them knew, not one of them wanted to know, and not one of them cared about; Anna Pávlovna observed these greetings with mournful and solemn interest and silent approval. The aunt spoke to each of them in the same words, about their health and her own, and the health of Her Majesty, “who, thank God, was better today.” And each visitor, though politeness prevented his showing impatience, left the old woman with a sense of relief at having performed a vexatious duty and did not return to her the whole evening. The young Princess Bolkónskaya had brought some work in a gold-embroidered velvet bag. Her pretty little upper lip, on which a delicate dark down was just perceptible, was too short for her teeth, but it lifted all the more sweetly, and was especially charming when she occasionally drew it down to meet the lower lip. As is always the case with a thoroughly attractive"
Leo Tolstoy,War and Peace,"woman, her defect—the shortness of her upper lip and her half-open mouth—seemed to be her own special and peculiar form of beauty. Everyone brightened at the sight of this pretty young woman, so soon to become a mother, so full of life and health, and carrying her burden so lightly. Old men and dull dispirited young ones who looked at her, after being in her company and talking to her a little while, felt as if they too were becoming, like her, full of life and health. All who talked to her, and at each word saw her bright smile and the constant gleam of her white teeth, thought that they were in a specially amiable mood that day. The little princess went round the table with quick, short, swaying steps, her workbag on her arm, and gaily spreading out her dress sat down on a sofa near the silver samovar, as if all she was doing was a pleasure to herself and to all around her. “I have brought my work,” said she in French, displaying her bag and addressing all present. “Mind, Annette, I hope you have not played a wicked trick on me,” she added, turning to"
Leo Tolstoy,War and Peace,"her hostess. “You wrote that it was to be quite a small reception, and just see how badly I am dressed.” And she spread out her arms to show her short-waisted, lace-trimmed, dainty gray dress, girdled with a broad ribbon just below the breast. “Soyez tranquille, Lise, you will always be prettier than anyone else,” replied Anna Pávlovna. “You know,” said the princess in the same tone of voice and still in French, turning to a general, “my husband is deserting me? He is going to get himself killed. Tell me what this wretched war is for?” she added, addressing Prince Vasíli, and without waiting for an answer she turned to speak to his daughter, the beautiful Hélène. “What a delightful woman this little princess is!” said Prince Vasíli to Anna Pávlovna. One of the next arrivals was a stout, heavily built young man with close-cropped hair, spectacles, the light-colored breeches fashionable at that time, a very high ruffle, and a brown dress coat. This stout young man was an illegitimate son of Count Bezúkhov, a well-known grandee of Catherine’s time who now lay dying in Moscow. The young man had not yet entered either the military or civil service,"
Leo Tolstoy,War and Peace,"as he had only just returned from abroad where he had been educated, and this was his first appearance in society. Anna Pávlovna greeted him with the nod she accorded to the lowest hierarchy in her drawing room. But in spite of this lowest-grade greeting, a look of anxiety and fear, as at the sight of something too large and unsuited to the place, came over her face when she saw Pierre enter. Though he was certainly rather bigger than the other men in the room, her anxiety could only have reference to the clever though shy, but observant and natural, expression which distinguished him from everyone else in that drawing room. “It is very good of you, Monsieur Pierre, to come and visit a poor invalid,” said Anna Pávlovna, exchanging an alarmed glance with her aunt as she conducted him to her. Pierre murmured something unintelligible, and continued to look round as if in search of something. On his way to the aunt he bowed to the little princess with a pleased smile, as to an intimate acquaintance. Anna Pávlovna’s alarm was justified, for Pierre turned away from the aunt without waiting to hear her speech about Her Majesty’s"
Leo Tolstoy,War and Peace,"health. Anna Pávlovna in dismay detained him with the words: “Do you know the Abbé Morio? He is a most interesting man.” “Yes, I have heard of his scheme for perpetual peace, and it is very interesting but hardly feasible.” “You think so?” rejoined Anna Pávlovna in order to say something and get away to attend to her duties as hostess. But Pierre now committed a reverse act of impoliteness. First he had left a lady before she had finished speaking to him, and now he continued to speak to another who wished to get away. With his head bent, and his big feet spread apart, he began explaining his reasons for thinking the abbé’s plan chimerical. “We will talk of it later,” said Anna Pávlovna with a smile. And having got rid of this young man who did not know how to behave, she resumed her duties as hostess and continued to listen and watch, ready to help at any point where the conversation might happen to flag. As the foreman of a spinning mill, when he has set the hands to work, goes round and notices here a spindle that has stopped or there one that creaks or"
Leo Tolstoy,War and Peace,"makes more noise than it should, and hastens to check the machine or set it in proper motion, so Anna Pávlovna moved about her drawing room, approaching now a silent, now a too-noisy group, and by a word or slight rearrangement kept the conversational machine in steady, proper, and regular motion. But amid these cares her anxiety about Pierre was evident. She kept an anxious watch on him when he approached the group round Mortemart to listen to what was being said there, and again when he passed to another group whose center was the abbé. Pierre had been educated abroad, and this reception at Anna Pávlovna’s was the first he had attended in Russia. He knew that all the intellectual lights of Petersburg were gathered there and, like a child in a toyshop, did not know which way to look, afraid of missing any clever conversation that was to be heard. Seeing the self-confident and refined expression on the faces of those present he was always expecting to hear something very profound. At last he came up to Morio. Here the conversation seemed interesting and he stood waiting for an opportunity to express his own views, as young people"
Leo Tolstoy,War and Peace,"are fond of doing. CHAPTER III Anna Pávlovna’s reception was in full swing. The spindles hummed steadily and ceaselessly on all sides. With the exception of the aunt, beside whom sat only one elderly lady, who with her thin careworn face was rather out of place in this brilliant society, the whole company had settled into three groups. One, chiefly masculine, had formed round the abbé. Another, of young people, was grouped round the beautiful Princess Hélène, Prince Vasíli’s daughter, and the little Princess Bolkónskaya, very pretty and rosy, though rather too plump for her age. The third group was gathered round Mortemart and Anna Pávlovna. The vicomte was a nice-looking young man with soft features and polished manners, who evidently considered himself a celebrity but out of politeness modestly placed himself at the disposal of the circle in which he found himself. Anna Pávlovna was obviously serving him up as a treat to her guests. As a clever maître d’hôtel serves up as a specially choice delicacy a piece of meat that no one who had seen it in the kitchen would have cared to eat, so Anna Pávlovna served up to her guests, first the vicomte and then"
Leo Tolstoy,War and Peace,"the abbé, as peculiarly choice morsels. The group about Mortemart immediately began discussing the murder of the Duc d’Enghien. The vicomte said that the Duc d’Enghien had perished by his own magnanimity, and that there were particular reasons for Buonaparte’s hatred of him. “Ah, yes! Do tell us all about it, Vicomte,” said Anna Pávlovna, with a pleasant feeling that there was something à la Louis XV in the sound of that sentence: “Contez nous çela, Vicomte.” The vicomte bowed and smiled courteously in token of his willingness to comply. Anna Pávlovna arranged a group round him, inviting everyone to listen to his tale. “The vicomte knew the duc personally,” whispered Anna Pávlovna to one of the guests. “The vicomte is a wonderful raconteur,” said she to another. “How evidently he belongs to the best society,” said she to a third; and the vicomte was served up to the company in the choicest and most advantageous style, like a well-garnished joint of roast beef on a hot dish. The vicomte wished to begin his story and gave a subtle smile. “Come over here, Hélène, dear,” said Anna Pávlovna to the beautiful young princess who was sitting some way off, the"
Leo Tolstoy,War and Peace,"center of another group. The princess smiled. She rose with the same unchanging smile with which she had first entered the room—the smile of a perfectly beautiful woman. With a slight rustle of her white dress trimmed with moss and ivy, with a gleam of white shoulders, glossy hair, and sparkling diamonds, she passed between the men who made way for her, not looking at any of them but smiling on all, as if graciously allowing each the privilege of admiring her beautiful figure and shapely shoulders, back, and bosom—which in the fashion of those days were very much exposed—and she seemed to bring the glamour of a ballroom with her as she moved toward Anna Pávlovna. Hélène was so lovely that not only did she not show any trace of coquetry, but on the contrary she even appeared shy of her unquestionable and all too victorious beauty. She seemed to wish, but to be unable, to diminish its effect. “How lovely!” said everyone who saw her; and the vicomte lifted his shoulders and dropped his eyes as if startled by something extraordinary when she took her seat opposite and beamed upon him also with her unchanging smile. “Madame, I"
Leo Tolstoy,War and Peace,"doubt my ability before such an audience,” said he, smilingly inclining his head. The princess rested her bare round arm on a little table and considered a reply unnecessary. She smilingly waited. All the time the story was being told she sat upright, glancing now at her beautiful round arm, altered in shape by its pressure on the table, now at her still more beautiful bosom, on which she readjusted a diamond necklace. From time to time she smoothed the folds of her dress, and whenever the story produced an effect she glanced at Anna Pávlovna, at once adopted just the expression she saw on the maid of honor’s face, and again relapsed into her radiant smile. The little princess had also left the tea table and followed Hélène. “Wait a moment, I’ll get my work.... Now then, what are you thinking of?” she went on, turning to Prince Hippolyte. “Fetch me my workbag.” There was a general movement as the princess, smiling and talking merrily to everyone at once, sat down and gaily arranged herself in her seat. “Now I am all right,” she said, and asking the vicomte to begin, she took up her work. Prince Hippolyte, having"
Leo Tolstoy,War and Peace,"brought the workbag, joined the circle and moving a chair close to hers seated himself beside her. Le charmant Hippolyte was surprising by his extraordinary resemblance to his beautiful sister, but yet more by the fact that in spite of this resemblance he was exceedingly ugly. His features were like his sister’s, but while in her case everything was lit up by a joyous, self-satisfied, youthful, and constant smile of animation, and by the wonderful classic beauty of her figure, his face on the contrary was dulled by imbecility and a constant expression of sullen self-confidence, while his body was thin and weak. His eyes, nose, and mouth all seemed puckered into a vacant, wearied grimace, and his arms and legs always fell into unnatural positions. “It’s not going to be a ghost story?” said he, sitting down beside the princess and hastily adjusting his lorgnette, as if without this instrument he could not begin to speak. “Why no, my dear fellow,” said the astonished narrator, shrugging his shoulders. “Because I hate ghost stories,” said Prince Hippolyte in a tone which showed that he only understood the meaning of his words after he had uttered them. He spoke with such"
Leo Tolstoy,War and Peace,"self-confidence that his hearers could not be sure whether what he said was very witty or very stupid. He was dressed in a dark-green dress coat, knee breeches of the color of cuisse de nymphe effrayée, as he called it, shoes, and silk stockings. The vicomte told his tale very neatly. It was an anecdote, then current, to the effect that the Duc d’Enghien had gone secretly to Paris to visit Mademoiselle George; that at her house he came upon Bonaparte, who also enjoyed the famous actress’ favors, and that in his presence Napoleon happened to fall into one of the fainting fits to which he was subject, and was thus at the duc’s mercy. The latter spared him, and this magnanimity Bonaparte subsequently repaid by death. The story was very pretty and interesting, especially at the point where the rivals suddenly recognized one another; and the ladies looked agitated. “Charming!” said Anna Pávlovna with an inquiring glance at the little princess. “Charming!” whispered the little princess, sticking the needle into her work as if to testify that the interest and fascination of the story prevented her from going on with it. The vicomte appreciated this silent praise and smiling"
Leo Tolstoy,War and Peace,"gratefully prepared to continue, but just then Anna Pávlovna, who had kept a watchful eye on the young man who so alarmed her, noticed that he was talking too loudly and vehemently with the abbé, so she hurried to the rescue. Pierre had managed to start a conversation with the abbé about the balance of power, and the latter, evidently interested by the young man’s simple-minded eagerness, was explaining his pet theory. Both were talking and listening too eagerly and too naturally, which was why Anna Pávlovna disapproved. “The means are ... the balance of power in Europe and the rights of the people,” the abbé was saying. “It is only necessary for one powerful nation like Russia—barbaric as she is said to be—to place herself disinterestedly at the head of an alliance having for its object the maintenance of the balance of power of Europe, and it would save the world!” “But how are you to get that balance?” Pierre was beginning. At that moment Anna Pávlovna came up and, looking severely at Pierre, asked the Italian how he stood Russian climate. The Italian’s face instantly changed and assumed an offensively affected, sugary expression, evidently habitual to him when"
Leo Tolstoy,War and Peace,"conversing with women. “I am so enchanted by the brilliancy of the wit and culture of the society, more especially of the feminine society, in which I have had the honor of being received, that I have not yet had time to think of the climate,” said he. Not letting the abbé and Pierre escape, Anna Pávlovna, the more conveniently to keep them under observation, brought them into the larger circle. CHAPTER IV Just then another visitor entered the drawing room: Prince Andrew Bolkónski, the little princess’ husband. He was a very handsome young man, of medium height, with firm, clearcut features. Everything about him, from his weary, bored expression to his quiet, measured step, offered a most striking contrast to his quiet, little wife. It was evident that he not only knew everyone in the drawing room, but had found them to be so tiresome that it wearied him to look at or listen to them. And among all these faces that he found so tedious, none seemed to bore him so much as that of his pretty wife. He turned away from her with a grimace that distorted his handsome face, kissed Anna Pávlovna’s hand, and screwing up"
Leo Tolstoy,War and Peace,"his eyes scanned the whole company. “You are off to the war, Prince?” said Anna Pávlovna. “General Kutúzov,” said Bolkónski, speaking French and stressing the last syllable of the general’s name like a Frenchman, “has been pleased to take me as an aide-de-camp....” “And Lise, your wife?” “She will go to the country.” “Are you not ashamed to deprive us of your charming wife?” “André,” said his wife, addressing her husband in the same coquettish manner in which she spoke to other men, “the vicomte has been telling us such a tale about Mademoiselle George and Buonaparte!” Prince Andrew screwed up his eyes and turned away. Pierre, who from the moment Prince Andrew entered the room had watched him with glad, affectionate eyes, now came up and took his arm. Before he looked round Prince Andrew frowned again, expressing his annoyance with whoever was touching his arm, but when he saw Pierre’s beaming face he gave him an unexpectedly kind and pleasant smile. “There now!... So you, too, are in the great world?” said he to Pierre. “I knew you would be here,” replied Pierre. “I will come to supper with you. May I?” he added in a low voice"
